#ΛΕΞΗ	ΛΗΜΜΑ	Μ.τ.Λ.	ΧΑΡΑΚΤΗΡΙΣΜΟΙ
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
τριγύρω	τριγύρω	επίρρημα	
παράστασης	παράσταση	ουσιαστικό	θηλυκό, ενικός, γενική
παγκόσμιου	παγκόσμιος	επίθετο	ουδέτερο, ενικός, γενική
			αρσενικό, ενικός, γενική
ματς	ματς	ουσιαστικό	άκλιτο
έβαφε	βάφω	ρήμα	ενεργητική, παρατατικός, οριστική, ενικός, 3ο πρόσωπο
απ’	από	 πρόθεση	 με έκθλιψη
θελε			
μπρετέλες	μπρετέλα	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
χάσει			
θελα			
ντε			
έχοντας			
καλές			
κλοτσιές	κλοτσιά	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
κρατούσε	κρατώ	ρήμα	ενεργητική, παρατατικός, οριστική, ενικός, 3ο πρόσωπο
ακολουθεί	ακολουθώ	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 3ο πρόσωπο
εκκλησίας	εκκλησία	ουσιαστικό	θηλυκό, ενικός, γενική
αυτούς			
αρχαιότητας	αρχαιότητα	ουσιαστικό	θηλυκό, ενικός, γενική
ανατολικά	ανατολικός	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
καλήν			
ανατολική	ανατολικός	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
βάφτηκαν	βάφω	ρήμα	παθητική, αόριστος, οριστική, πληθυντικός, 3ο πρόσωπο
αντιστέκονταν			
κρατά			
τάσεις	τάση	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
παράθυρο	παράθυρο	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
λεγόμενες			
έμοιαζαν	μοιάζω	ρήμα	ενεργητική, παρατατικός, οριστική, πληθυντικός, 3ο πρόσωπο
σώσει			
πάρ’			
αφήσει			
προτέρων			
ανατριχιαστική	ανατριχιαστικός	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
mια			
περιμένοντας			
πιστεύει	πιστεύω	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 3ο πρόσωπο
αριστερή	αριστερός	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
αναρίθμητοι	αναρίθμητος	επίθετο	αρσενικό, πληθυντικός, κλητική
			αρσενικό, πληθυντικός, ονομαστική
οποίος			
φιγούρες	φιγούρα	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
έσκαζε	σκάζω	ρήμα	ενεργητική, παρατατικός, οριστική, ενικός, 3ο πρόσωπο
			ενεργητική, ενεστώτας, προστακτική, ενικός, 2ο πρόσωπο
αριστερά	αριστερός	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
κλίσεις	κλίση	ουσιαστικό	θηλυκό, πληθυντικός, αιτιατική
			θηλυκό, πληθυντικός, κλητική
			θηλυκό, πληθυντικός, ονομαστική
ράμφος	ράμφος	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
απίστευτη	απίστευτος	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
τουρκοπούλα	τουρκοπούλα	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
κυρίως	κυρίως	επίρρημα	
οισοφάγο	οισοφάγος	ουσιαστικό	αρσενικό, ενικός, αιτιατική
τρέχει	τρέχω	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 3ο πρόσωπο
απίστευτο	απίστευτος	επίθετο	αρσενικό, ενικός, αιτιατική
			ουδέτερο, ενικός, αιτιατική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, κλητική
απόσπασμα	απόσπασμα	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
σκουρύνει	σκουραίνω	ρήμα	ενεργητική, αόριστος, υποτακτική, ενικός, 3ο πρόσωπο
			ενεργητική, αόριστος, απαρέμφατο, , 
αγαπητή	αγαπητός	επίθετο	θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
			θηλυκό, ενικός, κλητική
σηκώνοντας	σηκώνω	ρήμα	ενεργητική, ενεστώτας, μετοχή, , 
ζεσταίνονται	ζεσταίνω	ρήμα	παθητική, ενεστώτας, οριστική, πληθυντικός, 3ο πρόσωπο
παρόλο			
είδε	βλέπω	 ρήμα	 ενεργητική, αόριστος, οριστική, ενικός, 3ο πρόσωπο
σκιών	σκιά	ουσιαστικό	θηλυκό, πληθυντικός, γενική
οθέλλος			
είδα			
γρουσουζιά	γρουσουζιά	ουσιαστικό	θηλυκό, ενικός, κλητική
			θηλυκό, ενικός, ονομαστική
			θηλυκό, ενικός, αιτιατική
μηρυκάσετε	μηρυκάζω	ρήμα	ενεργητική, αόριστος, υποτακτική, πληθυντικός, 2ο πρόσωπο
λέγει			
σπιτάκι	σπίτι	 ουσιαστικό	 ουδέτερο, ενικός, ονομαστική, αιτιατική, κλητική, ονομαστική, αιτιατική, κλητική
πανύψηλα	πανύψηλος	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
οδηγεί	οδηγώ	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 3ο πρόσωπο
γυροφέρνει			
φίλους	φίλος	επίθετο	αρσενικό, πληθυντικός, αιτιατική
	φίλος	ουσιαστικό	αρσενικό, πληθυντικός, αιτιατική
βγαίνει			
αγοράκια			
είδαν			
μέρος	μέρος	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
δουλεύεις	δουλεύω	ρήμα	ενεργητική, ενεστώτας, οριστική, ενικός, 2ο πρόσωπο
χαρτί	χαρτί	ουσιαστικό	ουδέτερο, ενικός, κλητική
			ουδέτερο, ενικός, ονομαστική
			ουδέτερο, ενικός, αιτιατική
νου	νου	ουσιαστικό	άκλιτο
	νους	ουσιαστικό	αρσενικό, ενικός, κλητική
			αρσενικό, ενικός, αιτιατική
			αρσενικό, ενικός, γενική
τεχνουργημένο			
στράφηκε			
διπλά	διπλός	επίθετο	ουδέτερο, πληθυντικός, αιτιατική
			ουδέτερο, πληθυντικός, κλητική
			ουδέτερο, πληθυντικός, ονομαστική
απολύτως			
θεοί	θεός	ουσιαστικό	αρσενικό, πληθυντικός, κλητική
			αρσενικό, πληθυντικός, ονομαστική
αφού	αφού	σύνδεσμος	
αεράκι			
ποδιών	πόδι	ουσιαστικό	ουδέτερο, πληθυντικός, γενική
	ποδιά	ουσιαστικό	θηλυκό, πληθυντικός, γενική
